horizon,fold,series,lag,autocorrelation
10,1,one_event_mid_log_return,1,-0.135526592638318
10,1,one_event_mid_log_return,5,-0.02934815961852886
10,1,one_event_mid_log_return,10,0.003346793591242991
10,1,one_event_mid_log_return,20,-0.011410016993634742
10,1,one_event_mid_log_return,50,0.0006760954803970372
10,1,one_event_mid_log_return,100,-0.003738572792141348
10,1,squared_one_event_mid_log_return,1,0.17292263328909457
10,1,squared_one_event_mid_log_return,5,0.07488657842724165
10,1,squared_one_event_mid_log_return,10,0.02737106264631335
10,1,squared_one_event_mid_log_return,20,0.018983382452323887
10,1,squared_one_event_mid_log_return,50,0.019141328723297303
10,1,squared_one_event_mid_log_return,100,0.0008637287567312336
10,1,non_overlapping_ridge_residual_bps,1,-0.1320038086192873
10,1,non_overlapping_ridge_residual_bps,2,-0.012566737162331271
10,1,non_overlapping_ridge_residual_bps,5,9.625440908678095e-05
10,1,non_overlapping_ridge_residual_bps,10,0.0060324597516072526
10,1,non_overlapping_ridge_residual_bps,20,-0.007654635330076942
10,2,one_event_mid_log_return,1,-0.128701346322459
10,2,one_event_mid_log_return,5,0.0018480068210390609
10,2,one_event_mid_log_return,10,-0.014962105098446548
10,2,one_event_mid_log_return,20,0.014187546971744514
10,2,one_event_mid_log_return,50,0.0026824965901706167
10,2,one_event_mid_log_return,100,-0.0009466550116566084
10,2,squared_one_event_mid_log_return,1,0.21177156512178927
10,2,squared_one_event_mid_log_return,5,0.04744085398528319
10,2,squared_one_event_mid_log_return,10,0.04334949686777082
10,2,squared_one_event_mid_log_return,20,0.008166664759224068
10,2,squared_one_event_mid_log_return,50,0.01998205821142094
10,2,squared_one_event_mid_log_return,100,0.0051903491174698614
10,2,non_overlapping_ridge_residual_bps,1,-0.09078327890847554
10,2,non_overlapping_ridge_residual_bps,2,-0.016406429988096764
10,2,non_overlapping_ridge_residual_bps,5,-0.005262717451469053
10,2,non_overlapping_ridge_residual_bps,10,-0.014979815750322964
10,2,non_overlapping_ridge_residual_bps,20,0.010295885445045843
10,3,one_event_mid_log_return,1,-0.09955981186428407
10,3,one_event_mid_log_return,5,-0.006761048131328906
10,3,one_event_mid_log_return,10,-0.006420941469749821
10,3,one_event_mid_log_return,20,0.011030990132778577
10,3,one_event_mid_log_return,50,-0.001192726659774735
10,3,one_event_mid_log_return,100,0.0007040842150920892
10,3,squared_one_event_mid_log_return,1,0.1606594171479427
10,3,squared_one_event_mid_log_return,5,0.025505143060245653
10,3,squared_one_event_mid_log_return,10,0.01223346635499609
10,3,squared_one_event_mid_log_return,20,0.009023589290734896
10,3,squared_one_event_mid_log_return,50,-0.00454016238458025
10,3,squared_one_event_mid_log_return,100,0.008824232485230605
10,3,non_overlapping_ridge_residual_bps,1,-0.06319856252771504
10,3,non_overlapping_ridge_residual_bps,2,0.0017577941933991012
10,3,non_overlapping_ridge_residual_bps,5,-0.005506709770850863
10,3,non_overlapping_ridge_residual_bps,10,-0.012358788786608153
10,3,non_overlapping_ridge_residual_bps,20,-0.010289993761591067
10,4,one_event_mid_log_return,1,-0.11561909551309568
10,4,one_event_mid_log_return,5,-0.0135426003986803
10,4,one_event_mid_log_return,10,-0.00013727335072352386
10,4,one_event_mid_log_return,20,0.013520617907983612
10,4,one_event_mid_log_return,50,0.000345531177169198
10,4,one_event_mid_log_return,100,-0.0039701073309228565
10,4,squared_one_event_mid_log_return,1,0.13708078814760494
10,4,squared_one_event_mid_log_return,5,0.08835299947086064
10,4,squared_one_event_mid_log_return,10,0.04787149791379269
10,4,squared_one_event_mid_log_return,20,0.06223703582273245
10,4,squared_one_event_mid_log_return,50,0.011113392305461652
10,4,squared_one_event_mid_log_return,100,0.008036480009310456
10,4,non_overlapping_ridge_residual_bps,1,-0.12099207173458792
10,4,non_overlapping_ridge_residual_bps,2,-0.0498096753027538
10,4,non_overlapping_ridge_residual_bps,5,0.002523258674906288
10,4,non_overlapping_ridge_residual_bps,10,-0.017415285786942753
10,4,non_overlapping_ridge_residual_bps,20,0.001007077355657545
10,5,one_event_mid_log_return,1,-0.08155531377697875
10,5,one_event_mid_log_return,5,-0.007120368235170321
10,5,one_event_mid_log_return,10,-0.0010362050249497498
10,5,one_event_mid_log_return,20,0.0007285654595961206
10,5,one_event_mid_log_return,50,0.0059844360348646685
10,5,one_event_mid_log_return,100,0.007181269507915028
10,5,squared_one_event_mid_log_return,1,0.09766731148280489
10,5,squared_one_event_mid_log_return,5,0.04312149486602675
10,5,squared_one_event_mid_log_return,10,0.04928795034168722
10,5,squared_one_event_mid_log_return,20,0.014182975726740092
10,5,squared_one_event_mid_log_return,50,-0.00010110921513526946
10,5,squared_one_event_mid_log_return,100,-0.001895576225831041
10,5,non_overlapping_ridge_residual_bps,1,-0.07938581250119482
10,5,non_overlapping_ridge_residual_bps,2,0.009248908155505893
10,5,non_overlapping_ridge_residual_bps,5,0.035553550013226125
10,5,non_overlapping_ridge_residual_bps,10,-0.007856338351721484
10,5,non_overlapping_ridge_residual_bps,20,-0.0040528712935908075
