horizon,fold,confidence_threshold,cost_fraction,active_signals,active_signal_fraction,gross_return_bps,full_estimated_cost_bps,applied_cost_bps,net_return_bps,mean_gross_return_active_bps,mean_full_estimated_cost_active_bps,mean_applied_cost_active_bps,mean_net_return_active_bps,active_hit_rate,mean_absolute_score_active,break_even_cost_fraction,max_drawdown_bps,sampled_observations
100,1,0.05,0.0,387,0.9675,8.516180427883269,1143.5819021534644,0.0,8.516180427883269,0.02200563418057692,2.9549919952285895,0.0,0.02200563418057692,0.4909560723514212,0.296875384501119,0.007446935293262825,-16.638515395863696,400
100,1,0.05,0.25,387,0.9675,8.516180427883269,1143.5819021534644,285.8954755383661,-277.37929511048276,0.02200563418057692,2.9549919952285895,0.7387479988071474,-0.7167423646265705,0.4909560723514212,0.296875384501119,0.007446935293262825,-275.6070787161417,400
100,1,0.05,0.5,387,0.9675,8.516180427883269,1143.5819021534644,571.7909510767322,-563.2747706488489,0.02200563418057692,2.9549919952285895,1.4774959976142947,-1.4554903634337182,0.4909560723514212,0.296875384501119,0.007446935293262825,-559.9867151226334,400
100,1,0.05,0.75,387,0.9675,8.516180427883269,1143.5819021534644,857.6864266150982,-849.1702461872148,0.02200563418057692,2.9549919952285895,2.216243996421442,-2.194238362240865,0.4909560723514212,0.296875384501119,0.007446935293262825,-844.8575177592729,400
100,1,0.05,1.0,387,0.9675,8.516180427883269,1143.5819021534644,1143.5819021534644,-1135.0657217255807,0.02200563418057692,2.9549919952285895,2.9549919952285895,-2.932986361048013,0.4909560723514212,0.296875384501119,0.007446935293262825,-1129.941710664598,400
100,1,0.1,0.0,361,0.9025,13.723054756478168,1070.2543839929185,0.0,13.723054756478168,0.0380140020955074,2.9646935844679185,0.0,0.0380140020955074,0.4930747922437673,0.3123597298986334,0.012822236434369952,-13.426537658585136,400
100,1,0.1,0.25,361,0.9025,13.723054756478168,1070.2543839929185,267.56359599822963,-253.84054124175145,0.0380140020955074,2.9646935844679185,0.7411733961169796,-0.7031593940214722,0.4930747922437673,0.3123597298986334,0.012822236434369952,-252.06832484741017,400
100,1,0.1,0.5,361,0.9025,13.723054756478168,1070.2543839929185,535.1271919964593,-521.4041372399811,0.0380140020955074,2.9646935844679185,1.4823467922339593,-1.4443327901384517,0.4930747922437673,0.3123597298986334,0.012822236434369952,-518.1160817137653,400
100,1,0.1,0.75,361,0.9025,13.723054756478168,1070.2543839929185,802.6907879946889,-788.9677332382107,0.0380140020955074,2.9646935844679185,2.2235201883509386,-2.1855061862554312,0.4930747922437673,0.3123597298986334,0.012822236434369952,-784.6550048102686,400
100,1,0.1,1.0,361,0.9025,13.723054756478168,1070.2543839929185,1070.2543839929185,-1056.5313292364403,0.0380140020955074,2.9646935844679185,2.9646935844679185,-2.9266795823724108,0.4930747922437673,0.3123597298986334,0.012822236434369952,-1051.407318175457,400
100,1,0.2,0.0,282,0.705,16.198383596767172,824.2941558728545,0.0,16.198383596767172,0.057441076584280756,2.9230289215349448,0.0,0.057441076584280756,0.4929078014184397,0.3568931229527005,0.019651217324978508,-11.71730945453308,400
100,1,0.2,0.25,282,0.705,16.198383596767172,824.2941558728545,206.07353896821363,-189.87515537144645,0.057441076584280756,2.9230289215349448,0.7307572303837362,-0.6733161537994554,0.4929078014184397,0.3568931229527005,0.019651217324978508,-189.87515537144645,400
100,1,0.2,0.5,282,0.705,16.198383596767172,824.2941558728545,412.14707793642725,-395.94869433966005,0.057441076584280756,2.9230289215349448,1.4615144607674724,-1.4040733841831916,0.4929078014184397,0.3568931229527005,0.019651217324978508,-395.9486943396603,400
100,1,0.2,0.75,282,0.705,16.198383596767172,824.2941558728545,618.2206169046408,-602.0222333078736,0.057441076584280756,2.9230289215349448,2.1922716911512086,-2.134830614566928,0.4929078014184397,0.3568931229527005,0.019651217324978508,-602.0222333078739,400
100,1,0.2,1.0,282,0.705,16.198383596767172,824.2941558728545,824.2941558728545,-808.0957722760871,0.057441076584280756,2.9230289215349448,2.9230289215349448,-2.8655878449506638,0.4929078014184397,0.3568931229527005,0.019651217324978508,-808.0957722760875,400
100,1,0.3,0.0,181,0.4525,-4.2861710423169885,532.7639899942671,0.0,-4.2861710423169885,-0.023680502996226455,2.943447458531862,0.0,-0.023680502996226455,0.4585635359116022,0.4123332213032963,-0.008045159062576865,-12.218346217661713,400
100,1,0.3,0.25,181,0.4525,-4.2861710423169885,532.7639899942671,133.1909974985668,-137.47716854088378,-0.023680502996226455,2.943447458531862,0.7358618646329655,-0.7595423676291921,0.4585635359116022,0.4123332213032963,-0.008045159062576865,-137.47716854088378,400
100,1,0.3,0.5,181,0.4525,-4.2861710423169885,532.7639899942671,266.3819949971336,-270.6681660394505,-0.023680502996226455,2.943447458531862,1.471723729265931,-1.4954042322621575,0.4585635359116022,0.4123332213032963,-0.008045159062576865,-270.6681660394505,400
100,1,0.3,0.75,181,0.4525,-4.2861710423169885,532.7639899942671,399.57299249570036,-403.85916353801736,-0.023680502996226455,2.943447458531862,2.207585593898897,-2.231266096895123,0.4585635359116022,0.4123332213032963,-0.008045159062576865,-403.8591635380174,400
100,1,0.3,1.0,181,0.4525,-4.2861710423169885,532.7639899942671,532.7639899942671,-537.0501610365841,-0.023680502996226455,2.943447458531862,2.943447458531862,-2.9671279615280888,0.4585635359116022,0.4123332213032963,-0.008045159062576865,-537.0501610365839,400
100,1,0.4,0.0,90,0.225,-2.4014333486033212,256.8046811338902,0.0,-2.4014333486033212,-0.026682592762259125,2.8533853459321135,0.0,-0.026682592762259125,0.43333333333333335,0.4740835115190048,-0.009351205507625799,-14.881837323192926,400
100,1,0.4,0.25,90,0.225,-2.4014333486033212,256.8046811338902,64.20117028347255,-66.60260363207587,-0.026682592762259125,2.8533853459321135,0.7133463364830284,-0.7400289292452874,0.43333333333333335,0.4740835115190048,-0.009351205507625799,-66.60260363207585,400
100,1,0.4,0.5,90,0.225,-2.4014333486033212,256.8046811338902,128.4023405669451,-130.80377391554842,-0.026682592762259125,2.8533853459321135,1.4266926729660567,-1.453375265728316,0.43333333333333335,0.4740835115190048,-0.009351205507625799,-130.80377391554845,400
100,1,0.4,0.75,90,0.225,-2.4014333486033212,256.8046811338902,192.60351085041768,-195.004944199021,-0.026682592762259125,2.8533853459321135,2.1400390094490853,-2.1667216022113442,0.43333333333333335,0.4740835115190048,-0.009351205507625799,-195.00494419902094,400
100,1,0.4,1.0,90,0.225,-2.4014333486033212,256.8046811338902,256.8046811338902,-259.20611448249355,-0.026682592762259125,2.8533853459321135,2.8533853459321135,-2.880067938694373,0.43333333333333335,0.4740835115190048,-0.009351205507625799,-259.20611448249355,400
100,1,0.5,0.0,25,0.0625,3.159888038483105,62.829823339181566,0.0,3.159888038483105,0.1263955215393242,2.5131929335672623,0.0,0.1263955215393242,0.56,0.5517253123141214,0.05029280476287054,-6.584461936585129,400
100,1,0.5,0.25,25,0.0625,3.159888038483105,62.829823339181566,15.707455834795391,-12.547567796312286,0.1263955215393242,2.5131929335672623,0.6282982333918156,-0.5019027118524915,0.56,0.5517253123141214,0.05029280476287054,-13.553278359270731,400
100,1,0.5,0.5,25,0.0625,3.159888038483105,62.829823339181566,31.414911669590783,-28.255023631107676,0.1263955215393242,2.5131929335672623,1.2565964667836311,-1.1302009452443071,0.56,0.5517253123141214,0.05029280476287054,-28.255023631107676,400
100,1,0.5,0.75,25,0.0625,3.159888038483105,62.829823339181566,47.122367504386176,-43.96247946590307,0.1263955215393242,2.5131929335672623,1.8848947001754468,-1.7584991786361226,0.56,0.5517253123141214,0.05029280476287054,-43.962479465903066,400
100,1,0.5,1.0,25,0.0625,3.159888038483105,62.829823339181566,62.829823339181566,-59.669935300698455,0.1263955215393242,2.5131929335672623,2.5131929335672623,-2.386797412027939,0.56,0.5517253123141214,0.05029280476287054,-59.66993530069847,400
100,2,0.05,0.0,315,0.7875,31.867890261468858,868.126553113473,0.0,31.867890261468858,0.10116790559196463,2.7559573114713434,0.0,0.10116790559196463,0.44761904761904764,0.1430215482126047,0.03670880719772593,-15.092506905450819,400
100,2,0.05,0.25,315,0.7875,31.867890261468858,868.126553113473,217.03163827836826,-185.16374801689943,0.10116790559196463,2.7559573114713434,0.6889893278678358,-0.5878214222758711,0.44761904761904764,0.1430215482126047,0.03670880719772593,-194.62497422294166,400
100,2,0.05,0.5,315,0.7875,31.867890261468858,868.126553113473,434.0632765567365,-402.19538629526767,0.10116790559196463,2.7559573114713434,1.3779786557356717,-1.276810750143707,0.44761904761904764,0.1430215482126047,0.03670880719772593,-403.5252025807144,400
100,2,0.05,0.75,315,0.7875,31.867890261468858,868.126553113473,651.0949148351048,-619.2270245736361,0.10116790559196463,2.7559573114713434,2.066967983603507,-1.9658000780115428,0.44761904761904764,0.1430215482126047,0.03670880719772593,-619.9777971813478,400
100,2,0.05,1.0,315,0.7875,31.867890261468858,868.126553113473,868.126553113473,-836.2586628520041,0.10116790559196463,2.7559573114713434,2.7559573114713434,-2.6547894058793786,0.44761904761904764,0.1430215482126047,0.03670880719772593,-836.4303917819801,400
100,2,0.1,0.0,224,0.56,34.88901782928822,614.3079960457242,0.0,34.88901782928822,0.155754543880751,2.7424464109184115,0.0,0.155754543880751,0.46875,0.17119796480819582,0.05679401546759512,-11.83879614603645,400
100,2,0.1,0.25,224,0.56,34.88901782928822,614.3079960457242,153.57699901143104,-118.68798118214283,0.155754543880751,2.7424464109184115,0.6856116027296029,-0.5298570588488519,0.46875,0.17119796480819582,0.05679401546759512,-123.01637036597128,400
100,2,0.1,0.5,224,0.56,34.88901782928822,614.3079960457242,307.1539980228621,-272.2649801935739,0.155754543880751,2.7424464109184115,1.3712232054592057,-1.215468661578455,0.46875,0.17119796480819582,0.05679401546759512,-273.5947964790207,400
100,2,0.1,0.75,224,0.56,34.88901782928822,614.3079960457242,460.7309970342932,-425.8419792050049,0.155754543880751,2.7424464109184115,2.0568348081888086,-1.9010802643080578,0.46875,0.17119796480819582,0.05679401546759512,-426.5927518127162,400
100,2,0.1,1.0,224,0.56,34.88901782928822,614.3079960457242,614.3079960457242,-579.418978216436,0.155754543880751,2.7424464109184115,2.7424464109184115,-2.586691867037661,0.46875,0.17119796480819582,0.05679401546759512,-579.5907071464121,400
100,2,0.2,0.0,51,0.1275,15.34473990325802,133.32318360374535,0.0,15.34473990325802,0.3008772530050592,2.6141800706616736,0.0,0.3008772530050592,0.5098039215686274,0.2725031936131137,0.11509431059540759,-6.776514451756199,400
100,2,0.2,0.25,51,0.1275,15.34473990325802,133.32318360374535,33.33079590093634,-17.986055997678317,0.3008772530050592,2.6141800706616736,0.6535450176654184,-0.3526677646603592,0.5098039215686274,0.2725031936131137,0.11509431059540759,-19.82636318460429,400
100,2,0.2,0.5,51,0.1275,15.34473990325802,133.32318360374535,66.66159180187267,-51.316851898614665,0.3008772530050592,2.6141800706616736,1.3070900353308368,-1.0062127823257778,0.5098039215686274,0.2725031936131137,0.11509431059540759,-52.72947876097557,400
100,2,0.2,0.75,51,0.1275,15.34473990325802,133.32318360374535,99.99238770280903,-84.64764779955101,0.3008772530050592,2.6141800706616736,1.9606350529962555,-1.6597577999911963,0.5098039215686274,0.2725031936131137,0.11509431059540759,-85.78196533203912,400
