horizon,fold,regime_type,regime_label,validation_fraction,validation_observations,zero_mae_bps,ridge_mae_bps,ridge_mae_improvement_pct,ridge_rmse_bps,ridge_rank_ic,ridge_nonzero_directional_accuracy,active_signals,active_signal_fraction,gross_return_bps,full_estimated_cost_bps,applied_cost_bps,net_return_bps,mean_gross_return_active_bps,mean_full_estimated_cost_active_bps,mean_applied_cost_active_bps,mean_net_return_active_bps,active_hit_rate,mean_absolute_score_active,break_even_cost_fraction,max_drawdown_bps,sampled_observations
100,1,spread,one_tick,0.001498538924548565,60,1.2549989617349766,1.826410452947663,-45.53083378035127,2.300412366578571,-0.2123328695558465,0.5423728813559322,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100,1,spread,three_plus_ticks,0.9931566722445615,39765,0.9945210694032118,1.1683288771630111,-17.47653349004433,1.487104091908177,0.022912578243611682,0.5111418071880945,358,0.9017632241813602,15.430536192068136,1063.7604097741837,1063.7604097741837,-1048.3298735821154,0.043102056402424954,2.9713977926653174,2.9713977926653174,-2.9282957362628923,0.49441340782122906,0.31167396291736554,0.01450565000378586,-1043.2058625211325,397
100,1,spread,two_ticks,0.0053447888308898826,214,1.3519493143858092,1.3603363486411757,-0.6203660274924357,1.738233700559595,-0.10602244622880955,0.5887850467289719,3,1.0,-1.7074814355899637,6.493974218734762,6.493974218734762,-8.201455654324725,-0.5691604785299879,2.1646580729115876,2.1646580729115876,-2.733818551441575,0.3333333333333333,0.39419458966326654,-0.26293320208509185,-4.614420944490879,3
100,1,depth,high,0.283548540173331,11353,0.9669751935173633,1.1449146798710275,-18.401659892267862,1.4468909894193958,0.07619115850973034,0.4839269406392694,107,0.9145299145299145,-2.564382226901696,329.2053530554494,329.2053530554494,-331.76973528235106,-0.02396618903646445,3.0766855425742934,3.0766855425742934,-3.100651731610758,0.514018691588785,0.30088282223479834,-0.0077896127845459625,-331.7697352823512,117
100,1,depth,low,0.2082719348635081,8339,1.040296122437414,1.1697327072823254,-12.442282735961884,1.5016029133591506,0.13043763678650291,0.5599109682206009,72,0.8780487804878049,2.389007809360244,217.39124707233069,217.39124707233069,-215.00223926297045,0.033180664018892275,3.0193228760045927,3.0193228760045927,-2.9861422119857,0.4861111111111111,0.29578393561564514,0.010989438818414665,-213.80651653398814,82
100,1,depth,medium,0.5081795249631609,20347,0.9956577716023571,1.1847779525025868,-18.99449653226429,1.509024109518504,-0.04606150729311571,0.5071665391481764,182,0.9054726368159204,13.898429174019622,523.6577838651384,523.6577838651384,-509.75935469111886,0.07636499546164627,2.8772405706875737,2.8772405706875737,-2.8008755752259273,0.4835164835164835,0.3256645997250373,0.026541053341047997,-504.6353436301351,201
100,1,volatility,high,0.2133669672069732,8543,1.0125528826431698,1.15285677513128,-13.85645084747185,1.4835168166398975,-0.059248289184869976,0.5459673547767643,71,0.8765432098765432,6.328235545114413,202.5368777931067,202.5368777931067,-196.2086422479923,0.089130078100203,2.852632081593052,2.852632081593052,-2.763502003492849,0.4225352112676056,0.31192475719619234,0.031244855821164406,-193.47557412542253,81
100,1,volatility,low,0.42805764379729766,17139,0.947284450741514,1.1481707347003391,-21.206542955664016,1.464904272850229,0.1262982797482096,0.5084051592395623,164,0.9162011173184358,5.968324576324235,498.4622035550787,498.4622035550787,-492.49387897875454,0.03639222302636729,3.039403680213895,3.039403680213895,-3.0030114571875277,0.5060975609756098,0.31060099249537615,0.011973474686260243,-487.3698679177708,179
100,1,volatility,medium,0.35857538899572916,14357,1.0465974742719213,1.2072118655845638,-15.346338517047919,1.5234825631752114,-0.03757129941488485,0.49487491936061934,126,0.9,1.4264946350395213,369.2553026447331,369.2553026447331,-367.8288080096936,0.011321385992377154,2.9305976400375644,2.9305976400375644,-2.919276254045187,0.5158730158730159,0.3148939838352009,0.003863166283117609,-367.8288080096936,140
100,2,spread,one_tick,0.002972102200354654,119,1.0760047379852373,1.2135979535314843,-12.787417256533928,1.4805397986924158,-0.19678540373849127,0.40707964601769914,1,0.5,-1.9725726635733132,1.9729449237180399,1.9729449237180399,-3.945517587291353,-1.9725726635733132,1.9729449237180399,1.9729449237180399,-3.945517587291353,0.0,0.2136405716752372,-0.9998113175181671,-3.945517587291353,2
100,2,spread,three_plus_ticks,0.9930817452983342,39762,0.9853812401175713,0.995752438053229,-1.0525061279246817,1.2341833668474966,0.21048345996306153,0.5146070926417747,222,0.5591939546599496,34.892344970755,611.2218138025149,611.2218138025149,-576.3294688317599,0.15717272509349095,2.7532514135248416,2.7532514135248416,-2.596078688431351,0.46846846846846846,0.16992621275281128,0.057086223336310235,-576.5011977617361,397
100,2,spread,two_ticks,0.003946152501311221,158,0.9868614157361963,1.0656901788320183,-7.987825021714514,1.2318699546324783,0.06798099153342,0.3924050632911392,1,1.0,1.969245522106533,1.1132373194912437,1.1132373194912437,0.8560082026152893,1.969245522106533,1.1132373194912437,1.1132373194912437,0.8560082026152893,1.0,0.41108431423651737,1.7689359560875038,0.0,1
100,2,depth,high,0.18749219510976797,7507,0.7948293634935913,0.8318632690412574,-4.659352969156462,1.043971111879362,0.02957106589329563,0.4560310206342612,32,0.4507042253521127,1.785607406068479,84.59595990874497,84.59595990874497,-82.81035250267651,0.05580023143963997,2.643623747148281,2.643623747148281,-2.587823515708641,0.40625,0.14272548597158968,0.021107478513094982,-82.81035250267652,71
100,2,depth,low,0.473613227103574,18963,1.0311662072157848,1.040836319852962,-0.9377840904316614,1.2802573927595737,0.2850130057077198,0.5191310517984826,107,0.5815217391304348,16.629571837348813,293.2018573799389,293.2018573799389,-276.57228554259007,0.15541655922755895,2.740204274578868,2.740204274578868,-2.5847877153513084,0.5046728971962616,0.19299093840634055,0.05671714356092828,-277.60002267518144,184
100,2,depth,medium,0.338894577786658,13569,1.0276297971760717,1.026142600967924,0.14472100869735022,1.267613342198823,0.19002456281771726,0.5381043014845832,85,0.5862068965517241,16.473838585870926,236.51017875704036,236.51017875704036,-220.0363401711694,0.19380986571612854,2.7824726912592985,2.7824726912592985,-2.58866282554317,0.4470588235294118,0.15448350772313585,0.06965382493238903,-220.03634017116948,145
100,2,volatility,high,0.16913509328404805,6772,0.9191849686536362,0.9173875269999415,0.19554732888283008,1.1651181475462935,0.1897526872873592,0.5166515289131093,44,0.6470588235294118,9.695728761810463,126.28276162556132,126.28276162556132,-116.58703286375085,0.2203574718593287,2.870062764217302,2.870062764217302,-2.649705292357974,0.5909090909090909,0.18273809776702968,0.07677792785811169,-116.75876179372696,68
100,2,volatility,low,0.5353030794974899,21433,1.015679608305625,1.0252278317253298,-0.9400822209705841,1.2659699259945296,0.22536414340520178,0.5114104365521586,102,0.5074626865671642,15.657922982029724,271.78401003914627,271.78401003914627,-256.12608705711654,0.15350904884342864,2.6645491180308456,2.6645491180308456,-2.511040069187417,0.4411764705882353,0.16422756803947158,0.0576116416111987,-256.12608705711654,201
100,2,volatility,medium,0.295561827218462,11834,0.9693185638435479,0.9903370961961806,-2.1683823189447566,1.216860999846002,0.18043843807368032,0.516445066480056,78,0.5954198473282443,9.535366085448027,216.24122438101665,216.24122438101665,-206.7058582955686,0.12224828314676958,2.772323389500213,2.772323389500213,-2.650075106353444,0.4358974358974359,0.17380328045205704,0.04409596788374972,-203.97170460787993,131
100,3,spread,one_tick,0.0018731736556857064,75,0.9066889691147217,0.7671805671342485,15.386577617315368,0.937674808696407,0.3221183581473744,0.7333333333333333,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
100,3,spread,three_plus_ticks,0.9919578411049227,39717,0.9983020242241498,1.0105354535978606,-1.2254236770899267,1.2646558638728467,0.13652012743095818,0.5276570268370774,127,0.3198992443324937,52.13195315843855,319.81441998536286,319.81441998536286,-267.6824668269243,0.4104878201451854,2.5182237794123057,2.5182237794123057,-2.1077359592671208,0.6062992125984252,0.17166851231730115,0.16300688743435804,-267.6824668269242,397
100,3,spread,two_ticks,0.0061689852393915934,247,1.079403246685676,1.212198856569056,-12.302687646264818,1.423317343252804,0.3170389690207061,0.45121951219512196,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
100,3,depth,high,0.1476810110142611,5913,0.916215618341643,0.9482939603044517,-3.5011782511272522,1.1946512032476728,0.03649862661641831,0.5304223335719399,13,0.23636363636363636,7.0297277348685405,28.473562473308895,28.473562473308895,-21.443834738440355,0.5407482872975801,2.190274036408377,2.190274036408377,-1.6495257491107966,0.6923076923076923,0.18203633713484832,0.24688613310885155,-18.527484048568216,55
100,3,depth,low,0.6069582157396538,24302,1.010866615502134,1.0118124245954856,-0.09356418333014256,1.2688470766446187,0.20200727737645757,0.5358730158730158,84,0.336,29.84041201592347,214.50716656668357,214.50716656668357,-184.6667545507601,0.3552430001895651,2.553656744841471,2.553656744841471,-2.198413744651906,0.5714285714285714,0.1696965004683229,0.13911149214050628,-184.66675455076006,250
100,3,depth,medium,0.24536077324608507,9824,1.0179674602543296,1.0480517651520902,-2.955330702834481,1.296894747885601,0.03360178628861126,0.5053018372703412,30,0.3157894736842105,15.26181340764654,76.83369094537039,76.83369094537039,-61.57187753772386,0.508727113588218,2.5611230315123463,2.5611230315123463,-2.0523959179241285,0.6666666666666666,0.17269742140683655,0.19863439097957508,-61.57187753772386,95
100,3,volatility,high,0.18122330727540648,7256,1.0670838900132165,1.1150041068587124,-4.4907637809903065,1.3718178085970931,0.08782146978670215,0.4882990867579909,24,0.3116883116883117,17.32526594950268,61.060422830450776,61.060422830450776,-43.73515688094811,0.7218860812292783,2.5441842846021157,2.5441842846021157,-1.8222982033728377,0.7916666666666666,0.1644788663207568,0.28373969825938683,-43.7351568809481,77
