horizon,fold,spread_regime,confidence_threshold,active_signals,active_signal_fraction,gross_return_bps,full_estimated_cost_bps,applied_cost_bps,net_return_bps,mean_gross_return_active_bps,mean_full_estimated_cost_active_bps,mean_applied_cost_active_bps,mean_net_return_active_bps,active_hit_rate,mean_absolute_score_active,break_even_cost_fraction,max_drawdown_bps,sampled_observations
50,1,one_tick,0.05,1,1.0,0.5127723034581422,0.5127942158680558,0.5127942158680558,-2.1912409913671382e-05,0.5127723034581422,0.5127942158680558,0.5127942158680558,-2.1912409913671382e-05,1.0,0.4916502852120744,0.9999572686094429,0.0,1
50,1,one_tick,0.1,1,1.0,0.5127723034581422,0.5127942158680558,0.5127942158680558,-2.1912409913671382e-05,0.5127723034581422,0.5127942158680558,0.5127942158680558,-2.1912409913671382e-05,1.0,0.4916502852120744,0.9999572686094429,0.0,1
50,1,one_tick,0.2,1,1.0,0.5127723034581422,0.5127942158680558,0.5127942158680558,-2.1912409913671382e-05,0.5127723034581422,0.5127942158680558,0.5127942158680558,-2.1912409913671382e-05,1.0,0.4916502852120744,0.9999572686094429,0.0,1
50,1,one_tick,0.3,1,1.0,0.5127723034581422,0.5127942158680558,0.5127942158680558,-2.1912409913671382e-05,0.5127723034581422,0.5127942158680558,0.5127942158680558,-2.1912409913671382e-05,1.0,0.4916502852120744,0.9999572686094429,0.0,1
50,1,one_tick,0.4,1,1.0,0.5127723034581422,0.5127942158680558,0.5127942158680558,-2.1912409913671382e-05,0.5127723034581422,0.5127942158680558,0.5127942158680558,-2.1912409913671382e-05,1.0,0.4916502852120744,0.9999572686094429,0.0,1
50,1,one_tick,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
50,1,three_plus_ticks,0.05,704,0.8855345911949686,23.898397164864306,2059.305229556224,2059.305229556224,-2035.4068323913596,0.03394658688190952,2.9251494738014543,2.9251494738014543,-2.891202886919545,0.4900568181818182,0.23284695744094766,0.011605077684386964,-2035.4068323913614,795
50,1,three_plus_ticks,0.1,591,0.7433962264150943,41.66260146274525,1695.6716009040797,1695.6716009040797,-1654.0089994413343,0.07049509553764002,2.869156685116886,2.869156685116886,-2.798661589579246,0.505922165820643,0.26225885160831336,0.024569970647932086,-1654.0089994413374,795
50,1,three_plus_ticks,0.2,372,0.4679245283018868,31.774727611836305,1029.6516018567938,1029.6516018567938,-997.8768742449577,0.08541593444042019,2.767880650152672,2.767880650152672,-2.6824647157122516,0.5349462365591398,0.3298338488068024,0.030859688417457152,-997.8768742449577,795
50,1,three_plus_ticks,0.3,173,0.21761006289308177,32.299717424886246,460.9300945013604,460.9300945013604,-428.6303770764741,0.1867035689299783,2.664335806366245,2.664335806366245,-2.477632237436266,0.5375722543352601,0.4264460783692896,0.07007508906492309,-428.6303770764741,795
50,1,three_plus_ticks,0.4,83,0.10440251572327044,25.1279485747391,205.3265872201493,205.3265872201493,-180.19863864541017,0.3027463683703506,2.4738143038572202,2.4738143038572202,-2.171067935486869,0.6024096385542169,0.5141167028542087,0.1223803936691216,-180.1986386454101,795
50,1,three_plus_ticks,0.5,34,0.042767295597484274,10.765629559464918,76.7469186902865,76.7469186902865,-65.9812891308216,0.3166361635136741,2.257262314420192,2.257262314420192,-1.940626150906518,0.6470588235294118,0.6282057122953733,0.14027442069576498,-65.98128913082161,795
50,1,two_ticks,0.05,4,1.0,-3.2466810679676605,7.348755556735528,7.348755556735528,-10.595436624703186,-0.8116702669919151,1.837188889183882,1.837188889183882,-2.6488591561757966,0.25,0.35246194922314744,-0.4418001174351083,-7.00842597903397,4
50,1,two_ticks,0.1,4,1.0,-3.2466810679676605,7.348755556735528,7.348755556735528,-10.595436624703186,-0.8116702669919151,1.837188889183882,1.837188889183882,-2.6488591561757966,0.25,0.35246194922314744,-0.4418001174351083,-7.00842597903397,4
50,1,two_ticks,0.2,3,0.75,-3.588643246950074,5.1259312280675795,5.1259312280675795,-8.714574475017653,-1.1962144156500247,1.7086437426891932,1.7086437426891932,-2.9048581583392177,0.0,0.40474800860259186,-0.7000958630307168,-5.1275638293484365,4
50,1,two_ticks,0.3,2,0.5,-2.562493531708121,3.757854443182938,3.757854443182938,-6.3203479748910585,-1.2812467658540605,1.878927221591469,1.878927221591469,-3.1601739874455292,0.0,0.460651828492268,-0.6819033494915425,-2.7333373292218424,4
50,1,two_ticks,0.4,1,0.25,-1.1959065826117055,1.5374307466101373,1.5374307466101373,-2.733337329221843,-1.1959065826117055,1.5374307466101373,1.5374307466101373,-2.733337329221843,0.0,0.5530629194277429,-0.7778604566407596,-2.733337329221843,4
50,1,two_ticks,0.5,1,0.25,-1.1959065826117055,1.5374307466101373,1.5374307466101373,-2.733337329221843,-1.1959065826117055,1.5374307466101373,1.5374307466101373,-2.733337329221843,0.0,0.5530629194277429,-0.7778604566407596,-2.733337329221843,4
50,2,one_tick,0.05,3,0.75,0.5124866652561622,2.9133630185134893,2.9133630185134893,-2.400876353257327,0.1708288884187207,0.9711210061711631,0.9711210061711631,-0.8002921177524424,0.6666666666666666,0.2400758387550661,0.1759089622540938,-2.2299750963510845,4
50,2,one_tick,0.1,2,0.5,1.7989470980206423,1.969848354926885,1.969848354926885,-0.17090125690624258,0.8994735490103212,0.9849241774634425,0.9849241774634425,-0.08545062845312129,1.0,0.31619829253370957,0.9132414145084858,0.0,4
50,2,one_tick,0.2,2,0.5,1.7989470980206423,1.969848354926885,1.969848354926885,-0.17090125690624258,0.8994735490103212,0.9849241774634425,0.9849241774634425,-0.08545062845312129,1.0,0.31619829253370957,0.9132414145084858,0.0,4
50,2,one_tick,0.3,1,0.25,0.7703962404670417,1.2840860650584396,1.2840860650584396,-0.5136898245913979,0.7703962404670417,1.2840860650584396,1.2840860650584396,-0.5136898245913979,1.0,0.3821722412289192,0.5999568575895888,0.0,4
50,2,one_tick,0.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
50,2,one_tick,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
50,2,three_plus_ticks,0.05,556,0.7011349306431274,92.71249781843349,1544.9231373629689,1544.9231373629689,-1452.2106395445353,0.16674909679574368,2.778638736264332,2.778638736264332,-2.611889639468589,0.5449640287769785,0.152596031290565,0.060011074710606356,-1452.210639544536,793
50,2,three_plus_ticks,0.1,360,0.45397225725094575,90.23564869690804,1027.5147871704207,1027.5147871704207,-937.2791384735126,0.2506545797136335,2.8542077421400576,2.8542077421400576,-2.603553162426424,0.5944444444444444,0.19486938087435957,0.0878193188298533,-937.2791384735128,793
