horizon,model,feature,mean,std,min,max
100,lightgbm_classifier,event_intensity_50,0.029797352636044883,0.00425510084695389,0.0253467615099286,0.0366539563921538
100,lightgbm_classifier,trade_pressure_100,0.02874828574435586,0.0053371217781788575,0.0215174387348897,0.0339508242919153
100,lightgbm_classifier,rolling_volatility_20,0.028089935660734644,0.0029842120282222414,0.0244462307741518,0.0326278291750062
100,lightgbm_classifier,cancel_pressure_100,0.02550261064831586,0.0031191865951236348,0.021525552046315,0.0293321491114355
100,lightgbm_classifier,event_intensity_20,0.02389957186248216,0.005152802345822711,0.0179655695473445,0.0311203255086413
100,lightgbm_classifier,depth_imbalance_5,0.02294753330558768,0.00507750382915113,0.0171900015864962,0.0299904999332251
100,lightgbm_classifier,add_pressure_100,0.021263750913486902,0.0019473673392626878,0.0194516426481338,0.0239689362018993
100,lightgbm_classifier,add_pressure_20,0.016806286452410397,0.007794546405550409,0.0097919629825261,0.0289363373079794
100,lightgbm_classifier,cancel_pressure_50,0.01502540165575598,0.0022177157950199703,0.0113073649217621,0.0171879989365008
100,lightgbm_classifier,cancel_pressure_20,0.013931675018741641,0.001956228074838557,0.0115667567468841,0.0160992011284888
100,lightgbm_classifier,ofi_l1_sum_20,0.01385928143935806,0.0020254771208200783,0.0117424491163862,0.0172117935917595
100,lightgbm_classifier,session_fraction,0.0108284287154081,0.0025882596762314266,0.00839928011912,0.0151292118053523
100,lightgbm_classifier,depth_imbalance_1,0.00675843475145532,0.00108779633132516,0.0057068515425404,0.0080771359568144
100,lightgbm_classifier,event_interarrival_us,0.00163802721878872,0.0007212784971260316,0.0007143306779384,0.0024247006381617
100,lightgbm_classifier,is_visible_execution,0.0006471771586475,0.0006400536052580105,0.0,0.0014570095703542
100,lightgbm_classifier,ofi_l1,0.0002144086323604623,0.0001581353080054352,5.2133980648711456e-05,0.000430885317168
100,lightgbm_classifier,is_deletion,1.475311898969158e-05,2.031854159934663e-05,0.0,3.996205318523533e-05
100,lightgbm_classifier,is_hidden_execution,0.0,0.0,0.0,0.0
100,lightgbm_classifier,is_partial_cancel,0.0,0.0,0.0,0.0
100,lightgbm_classifier,is_submission,0.0,0.0,0.0,0.0
100,lightgbm_regressor,seconds_from_open,0.09879503900601369,0.027683737218064653,0.0686628092970783,0.1316738365286524
100,lightgbm_regressor,time_sin,0.09747963608780737,0.03156056632817632,0.0505838080175676,0.1352137425942585
100,lightgbm_regressor,trade_pressure_20,0.09362897749354215,0.01850383481156934,0.0759020708208585,0.1143542666178159
100,lightgbm_regressor,trade_pressure_50,0.0763828885977933,0.016790177543654673,0.0517456316061087,0.0924691269089043
100,lightgbm_regressor,rolling_volatility_100,0.06703784953898412,0.017366835349322735,0.0455364219909585,0.0863512695675604
100,lightgbm_regressor,time_cos,0.0662201702850651,0.01296392174517855,0.0471906014373221,0.0820620196835062
100,lightgbm_regressor,spread_bps,0.06621835233968085,0.013347483933310757,0.0519399606821077,0.0803885907578765
100,lightgbm_regressor,event_intensity_100,0.05142039268813856,0.010858142477340165,0.0397450827105273,0.0647921098682057
100,lightgbm_regressor,ofi_l1_sum_100,0.04016464092730026,0.0032195778491370948,0.0344872830036522,0.0422776414149788
100,lightgbm_regressor,ofi_l1_sum_50,0.03699103801355986,0.004153264221087835,0.0329582755176411,0.0438063585854949
100,lightgbm_regressor,rolling_volatility_50,0.0329181890783141,0.006122214911903633,0.0264385668201352,0.0409432374974193
100,lightgbm_regressor,trade_pressure_100,0.03264627469318952,0.0035718034823784156,0.0274582365860593,0.0359290546069581
100,lightgbm_regressor,depth_imbalance_10,0.02675345053881844,0.0033247722497859703,0.0222532398731131,0.0307369292200077
100,lightgbm_regressor,event_intensity_50,0.02596572617248464,0.004653608969275309,0.0203942685132748,0.0320962190725833
100,lightgbm_regressor,add_pressure_100,0.025116530756529597,0.0027179093174072243,0.0209470210206789,0.0282486179104998
100,lightgbm_regressor,rolling_volatility_20,0.025003458415179425,0.005188571481067113,0.019104558057106,0.0313169725584888
100,lightgbm_regressor,cancel_pressure_100,0.02476142321739242,0.005126760035383671,0.0189657489125682,0.0295360939890717
100,lightgbm_regressor,depth_imbalance_5,0.022456044906030058,0.0022342888883445508,0.0193074202211335,0.0249033105624833
100,lightgbm_regressor,session_fraction,0.015650072735425062,0.005885263000185577,0.009352681937369,0.0226043845786238
