horizon,fold,confidence_threshold,cost_fraction,active_signals,active_signal_fraction,gross_return_bps,full_estimated_cost_bps,applied_cost_bps,net_return_bps,mean_gross_return_active_bps,mean_full_estimated_cost_active_bps,mean_applied_cost_active_bps,mean_net_return_active_bps,active_hit_rate,mean_absolute_score_active,break_even_cost_fraction,max_drawdown_bps,sampled_observations
50,1,0.05,0.0,709,0.88625,21.164488400354788,2067.166779328828,0.0,21.164488400354788,0.02985118251107868,2.915608997642916,0.0,0.02985118251107868,0.4894217207334274,0.23388682104447364,0.010238403892706964,-13.768686361810268,800
50,1,0.05,0.25,709,0.88625,21.164488400354788,2067.166779328828,516.791694832207,-495.62720643185213,0.02985118251107868,2.915608997642916,0.728902249410729,-0.6990510668996504,0.4894217207334274,0.23388682104447364,0.010238403892706964,-495.62720643185196,800
50,1,0.05,0.5,709,0.88625,21.164488400354788,2067.166779328828,1033.583389664414,-1012.4189012640591,0.02985118251107868,2.915608997642916,1.457804498821458,-1.4279533163103795,0.4894217207334274,0.23388682104447364,0.010238403892706964,-1012.4189012640593,800
50,1,0.05,0.75,709,0.88625,21.164488400354788,2067.166779328828,1550.3750844966207,-1529.2105960962658,0.02985118251107868,2.915608997642916,2.1867067482321874,-2.1568555657211084,0.4894217207334274,0.23388682104447364,0.010238403892706964,-1529.210596096265,800
50,1,0.05,1.0,709,0.88625,21.164488400354788,2067.166779328828,2067.166779328828,-2046.002290928473,0.02985118251107868,2.915608997642916,2.915608997642916,-2.885757815131837,0.4894217207334274,0.23388682104447364,0.010238403892706964,-2046.0022909284746,800
50,1,0.1,0.0,596,0.745,38.928692698235736,1703.5331506766831,0.0,38.928692698235736,0.06531659848697272,2.858277098450811,0.0,0.06531659848697272,0.5050335570469798,0.26324912648090243,0.022851737685745856,-12.399967546097265,800
50,1,0.1,0.25,596,0.745,38.928692698235736,1703.5331506766831,425.8832876691708,-386.9545949709351,0.06531659848697272,2.858277098450811,0.7145692746127027,-0.6492526761257299,0.5050335570469798,0.26324912648090243,0.022851737685745856,-386.9545949709353,800
50,1,0.1,0.5,596,0.745,38.928692698235736,1703.5331506766831,851.7665753383416,-812.8378826401058,0.06531659848697272,2.858277098450811,1.4291385492254054,-1.3638219507384326,0.5050335570469798,0.26324912648090243,0.022851737685745856,-812.8378826401057,800
50,1,0.1,0.75,596,0.745,38.928692698235736,1703.5331506766831,1277.6498630075125,-1238.7211703092767,0.06531659848697272,2.858277098450811,2.143707823838108,-2.0783912253511354,0.5050335570469798,0.26324912648090243,0.022851737685745856,-1238.7211703092764,800
50,1,0.1,1.0,596,0.745,38.928692698235736,1703.5331506766831,1703.5331506766831,-1664.6044579784475,0.06531659848697272,2.858277098450811,2.858277098450811,-2.7929604999638378,0.5050335570469798,0.26324912648090243,0.022851737685745856,-1664.6044579784507,800
50,1,0.2,0.0,376,0.47,28.698856668344376,1035.2903273007296,0.0,28.698856668344376,0.07632674645836271,2.7534317215444934,0.0,0.07632674645836271,0.5319148936170213,0.3308619310296551,0.027720588043326687,-11.030821700294124,800
50,1,0.2,0.25,376,0.47,28.698856668344376,1035.2903273007296,258.8225818251824,-230.123725156838,0.07632674645836271,2.7534317215444934,0.6883579303861234,-0.6120311839277606,0.5319148936170213,0.3308619310296551,0.027720588043326687,-231.44705381014944,800
50,1,0.2,0.5,376,0.47,28.698856668344376,1035.2903273007296,517.6451636503648,-488.9463069820204,0.07632674645836271,2.7534317215444934,1.3767158607722467,-1.300389114313884,0.5319148936170213,0.3308619310296551,0.027720588043326687,-488.9889511899272,800
50,1,0.2,0.75,376,0.47,28.698856668344376,1035.2903273007296,776.4677454755471,-747.7688888072028,0.07632674645836271,2.7534317215444934,2.0650737911583703,-1.9887470447000073,0.5319148936170213,0.3308619310296551,0.027720588043326687,-747.768888807203,800
50,1,0.2,1.0,376,0.47,28.698856668344376,1035.2903273007296,1035.2903273007296,-1006.5914706323849,0.07632674645836271,2.7534317215444934,2.7534317215444934,-2.677104975086131,0.5319148936170213,0.3308619310296551,0.027720588043326687,-1006.5914706323852,800
50,1,0.3,0.0,176,0.22,30.249996196636264,465.20074316041126,0.0,30.249996196636264,0.17187497838997876,2.643186040684155,0.0,0.17187497838997876,0.5340909090909091,0.4272052585232029,0.06502568330206947,-5.046530697557781,800
50,1,0.3,0.25,176,0.22,30.249996196636264,465.20074316041126,116.30018579010282,-86.05018959346657,0.17187497838997876,2.643186040684155,0.6607965101710388,-0.48892153178106007,0.5340909090909091,0.4272052585232029,0.06502568330206947,-86.8184261909423,800
50,1,0.3,0.5,176,0.22,30.249996196636264,465.20074316041126,232.60037158020563,-202.3503753835694,0.17187497838997876,2.643186040684155,1.3215930203420776,-1.149718041952099,0.5340909090909091,0.4272052585232029,0.06502568330206947,-202.35037538356943,800
50,1,0.3,0.75,176,0.22,30.249996196636264,465.20074316041126,348.9005573703085,-318.6505611736722,0.17187497838997876,2.643186040684155,1.982389530513116,-1.8105145521231378,0.5340909090909091,0.4272052585232029,0.06502568330206947,-318.6505611736722,800
