horizon,folds,mean_rank_ic,mean_mae_improvement_pct,mae_improvement_positive_folds,mean_nonzero_directional_accuracy,mean_calibration_slope,mean_calibration_intercept_bps,mean_residual_mean_bps,mean_residual_std_bps,mean_residual_acf_lag_1,mean_absolute_residual_acf_lag_1,residual_ljung_box_20_rejections_5pct,mean_mid_return_acf_lag_1,mean_squared_mid_return_acf_lag_1,time_buckets,time_buckets_positive_mae_improvement,time_buckets_positive_rank_ic
10,5,0.1981749020818202,-5.925137928317545,0,0.6012207114440923,0.7454137108082529,0.004561476741141081,0.010043228810770142,0.3855786461331988,-0.0972727068582521,0.0972727068582521,5,-0.11219243202302705,0.15602034303784723,9,0,9
50,5,0.21113460532531253,-0.06453448821322709,4,0.5706359470706913,0.7274459214367162,-0.002455342834410623,0.027696906720944936,0.8326454662586169,-0.03201019665930636,0.04822448246265476,2,-0.11219243202302705,0.15602034303784723,9,5,9
100,5,0.1640121489324619,-3.095868283469685,2,0.5403373061085687,0.6830951177267195,-0.04387729411700242,0.054816179920256426,1.2337355901600873,-0.018902349242009862,0.05583478498595877,2,-0.11219243202302705,0.15602034303784723,9,3,9
