horizon,fold,spread_regime,confidence_threshold,active_signals,active_signal_fraction,gross_return_bps,full_estimated_cost_bps,applied_cost_bps,net_return_bps,mean_gross_return_active_bps,mean_full_estimated_cost_active_bps,mean_applied_cost_active_bps,mean_net_return_active_bps,active_hit_rate,mean_absolute_score_active,break_even_cost_fraction,max_drawdown_bps,sampled_observations
100,1,three_plus_ticks,0.05,384,0.9672544080604534,10.223661863473234,1137.0879279347294,1137.0879279347294,-1126.8642660712562,0.026624119436128208,2.9611664789966916,2.9611664789966916,-2.934542359560563,0.4921875,0.2961150782107897,0.008991091728537012,-1121.7402550102736,397
100,1,three_plus_ticks,0.1,358,0.9017632241813602,15.430536192068136,1063.7604097741837,1063.7604097741837,-1048.3298735821154,0.043102056402424954,2.9713977926653174,2.9713977926653174,-2.9282957362628923,0.49441340782122906,0.31167396291736554,0.01450565000378586,-1043.2058625211325,397
100,1,three_plus_ticks,0.2,279,0.7027707808564232,17.905865032357138,817.8001816541197,817.8001816541197,-799.8943166217625,0.06417872771454172,2.9311834467889595,2.9311834467889595,-2.8670047190744175,0.4946236559139785,0.3564920319128019,0.02189515903033908,-799.8943166217628,397
100,1,three_plus_ticks,0.3,178,0.44836272040302266,-2.578689606727025,526.2700157755323,526.2700157755323,-528.8487053822594,-0.014487020262511375,2.9565731223344507,2.9565731223344507,-2.9710601425969627,0.4606741573033708,0.4126389285781283,-0.004899936400379881,-528.8487053822593,397
100,1,three_plus_ticks,0.4,89,0.22418136020151133,-0.7784172722036242,255.69434893051533,255.69434893051533,-256.47276620271896,-0.00874626148543398,2.8729702127024197,2.8729702127024197,-2.8817164741878543,0.43820224719101125,0.4735142476988088,-0.00304432724250452,-256.47276620271896,397
100,1,three_plus_ticks,0.5,24,0.060453400503778336,4.782904114882802,61.71949113580668,61.71949113580668,-56.93658702092388,0.19928767145345008,2.571645463991945,2.571645463991945,-2.372357792538495,0.5833333333333334,0.5528493673473575,0.07749422470704706,-56.93658702092388,397
100,1,two_ticks,0.05,3,1.0,-1.7074814355899637,6.493974218734762,6.493974218734762,-8.201455654324725,-0.5691604785299879,2.1646580729115876,2.1646580729115876,-2.733818551441575,0.3333333333333333,0.39419458966326654,-0.26293320208509185,-4.614420944490879,3
100,1,two_ticks,0.1,3,1.0,-1.7074814355899637,6.493974218734762,6.493974218734762,-8.201455654324725,-0.5691604785299879,2.1646580729115876,2.1646580729115876,-2.733818551441575,0.3333333333333333,0.39419458966326654,-0.26293320208509185,-4.614420944490879,3
100,1,two_ticks,0.2,3,1.0,-1.7074814355899637,6.493974218734762,6.493974218734762,-8.201455654324725,-0.5691604785299879,2.1646580729115876,2.1646580729115876,-2.733818551441575,0.3333333333333333,0.39419458966326654,-0.26293320208509185,-4.614420944490879,3
100,1,two_ticks,0.3,3,1.0,-1.7074814355899637,6.493974218734762,6.493974218734762,-8.201455654324725,-0.5691604785299879,2.1646580729115876,2.1646580729115876,-2.733818551441575,0.3333333333333333,0.39419458966326654,-0.26293320208509185,-4.614420944490879,3
100,1,two_ticks,0.4,1,0.3333333333333333,-1.623016076399697,1.110332203374882,1.110332203374882,-2.733348279774579,-1.623016076399697,1.110332203374882,1.110332203374882,-2.733348279774579,0.0,0.5247479915164577,-1.4617391727147064,-2.733348279774579,3
100,1,two_ticks,0.5,1,0.3333333333333333,-1.623016076399697,1.110332203374882,1.110332203374882,-2.733348279774579,-1.623016076399697,1.110332203374882,1.110332203374882,-2.733348279774579,0.0,0.5247479915164577,-1.4617391727147064,-2.733348279774579,3
100,2,one_tick,0.05,1,0.5,-1.9725726635733132,1.9729449237180399,1.9729449237180399,-3.945517587291353,-1.9725726635733132,1.9729449237180399,1.9729449237180399,-3.945517587291353,0.0,0.2136405716752372,-0.9998113175181671,-3.945517587291353,2
100,2,one_tick,0.1,1,0.5,-1.9725726635733132,1.9729449237180399,1.9729449237180399,-3.945517587291353,-1.9725726635733132,1.9729449237180399,1.9729449237180399,-3.945517587291353,0.0,0.2136405716752372,-0.9998113175181671,-3.945517587291353,2
100,2,one_tick,0.2,1,0.5,-1.9725726635733132,1.9729449237180399,1.9729449237180399,-3.945517587291353,-1.9725726635733132,1.9729449237180399,1.9729449237180399,-3.945517587291353,0.0,0.2136405716752372,-0.9998113175181671,-3.945517587291353,2
100,2,one_tick,0.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
100,2,one_tick,0.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
100,2,one_tick,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
100,2,three_plus_ticks,0.05,313,0.7884130982367759,31.871217402935635,865.0403708702638,865.0403708702638,-833.1691534673281,0.10182497572822886,2.763707255176562,2.763707255176562,-2.6618822794483328,0.4472843450479233,0.14193949776696083,0.036843618490165916,-833.3408823973041,397
100,2,three_plus_ticks,0.1,222,0.5591939546599496,34.892344970755,611.2218138025149,611.2218138025149,-576.3294688317599,0.15717272509349095,2.7532514135248416,2.7532514135248416,-2.596078688431351,0.46846846846846846,0.16992621275281128,0.057086223336310235,-576.5011977617361,397
100,2,three_plus_ticks,0.2,49,0.12342569269521411,15.3480670447248,130.2370013605361,130.2370013605361,-114.88893431581128,0.31322585805560815,2.657897986949716,2.657897986949716,-2.344672128894108,0.5102040816326531,0.2708762854766744,0.11784720843070262,-114.88893431581126,397
100,2,three_plus_ticks,0.3,11,0.027707808564231738,6.774628640695557,28.899941093805573,28.899941093805573,-22.125312453110016,0.6158753309723234,2.627267372164143,2.627267372164143,-2.01139204119182,0.45454545454545453,0.36997809228393747,0.23441669374708982,-22.296307844891622,397
100,2,three_plus_ticks,0.4,2,0.005037783375314861,-0.08560764305221014,4.370084548291183,4.370084548291183,-4.455692191343394,-0.04280382152610507,2.1850422741455917,2.1850422741455917,-2.227846095671697,0.0,0.5217728496775881,-0.019589470662686594,-4.455692191343394,397
100,2,three_plus_ticks,0.5,2,0.005037783375314861,-0.08560764305221014,4.370084548291183,4.370084548291183,-4.455692191343394,-0.04280382152610507,2.1850422741455917,2.1850422741455917,-2.227846095671697,0.0,0.5217728496775881,-0.019589470662686594,-4.455692191343394,397
100,2,two_ticks,0.05,1,1.0,1.969245522106533,1.1132373194912437,1.1132373194912437,0.8560082026152893,1.969245522106533,1.1132373194912437,1.1132373194912437,0.8560082026152893,1.0,0.41108431423651737,1.7689359560875038,0.0,1
