event_index,source_message_sequence,source_file_offset,timestamp_ns,time_seconds,message_type,event_type,order_id,old_order_id,size,old_size,price,old_price,execution_price,direction,stock_locate,stock,ask_price_1,ask_size_1,bid_price_1,bid_size_1,ask_price_2,ask_size_2,bid_price_2,bid_size_2,ask_price_3,ask_size_3,bid_price_3,bid_size_3,ask_price_4,ask_size_4,bid_price_4,bid_size_4,ask_price_5,ask_size_5,bid_price_5,bid_size_5,ask_price_6,ask_size_6,bid_price_6,bid_size_6,ask_price_7,ask_size_7,bid_price_7,bid_size_7,ask_price_8,ask_size_8,bid_price_8,bid_size_8,ask_price_9,ask_size_9,bid_price_9,bid_size_9,ask_price_10,ask_size_10,bid_price_10,bid_size_10
25163,10532228,337812985,34200000245396,34200.000245396,D,3,9795461,,100,,163.35,,,-1,14,AAPL,163.34,185.0,163.24,1849.0,163.38,100.0,163.22,100.0,163.39,100.0,163.2,100.0,163.4,200.0,163.16,300.0,163.42,20.0,163.02,20.0,163.46,300.0,163.0,26.0,163.5,29165.0,162.82,100.0,163.6,152.0,162.8,100.0,163.68,21.0,162.6,4.0,163.69,50.0,162.53,2300.0
25164,10532232,337813103,34200000256026,34200.000256026,D,3,9795465,,100,,163.34,,,-1,14,AAPL,163.34,85.0,163.24,1849.0,163.38,100.0,163.22,100.0,163.39,100.0,163.2,100.0,163.4,200.0,163.16,300.0,163.42,20.0,163.02,20.0,163.46,300.0,163.0,26.0,163.5,29165.0,162.82,100.0,163.6,152.0,162.8,100.0,163.68,21.0,162.6,4.0,163.69,50.0,162.53,2300.0
25165,10534800,337903506,34200006086232,34200.006086232,F,1,9806105,,100,,137.13,,,1,14,AAPL,163.34,85.0,163.24,1849.0,163.38,100.0,163.22,100.0,163.39,100.0,163.2,100.0,163.4,200.0,163.16,300.0,163.42,20.0,163.02,20.0,163.46,300.0,163.0,26.0,163.5,29165.0,162.82,100.0,163.6,152.0,162.8,100.0,163.68,21.0,162.6,4.0,163.69,50.0,162.53,2300.0
25166,10534817,337904106,34200006105392,34200.006105392,F,1,9806141,,100,,189.47,,,-1,14,AAPL,163.34,85.0,163.24,1849.0,163.38,100.0,163.22,100.0,163.39,100.0,163.2,100.0,163.4,200.0,163.16,300.0,163.42,20.0,163.02,20.0,163.46,300.0,163.0,26.0,163.5,29165.0,162.82,100.0,163.6,152.0,162.8,100.0,163.68,21.0,162.6,4.0,163.69,50.0,162.53,2300.0
25167,10535949,337944419,34200007269917,34200.007269917,X,2,8817337,,1900,,162.0,,,1,14,AAPL,163.34,85.0,163.24,1849.0,163.38,100.0,163.22,100.0,163.39,100.0,163.2,100.0,163.4,200.0,163.16,300.0,163.42,20.0,163.02,20.0,163.46,300.0,163.0,26.0,163.5,29165.0,162.82,100.0,163.6,152.0,162.8,100.0,163.68,21.0,162.6,4.0,163.69,50.0,162.53,2300.0
25168,10536069,337948796,34200007475109,34200.007475109,D,3,8732569,,200,,156.0,,,1,14,AAPL,163.34,85.0,163.24,1849.0,163.38,100.0,163.22,100.0,163.39,100.0,163.2,100.0,163.4,200.0,163.16,300.0,163.42,20.0,163.02,20.0,163.46,300.0,163.0,26.0,163.5,29165.0,162.82,100.0,163.6,152.0,162.8,100.0,163.68,21.0,162.6,4.0,163.69,50.0,162.53,2300.0
25169,10540900,338128626,34200015403539,34200.015403539,A,1,9818125,,100,,163.38,,,-1,14,AAPL,163.34,85.0,163.24,1849.0,163.38,200.0,163.22,100.0,163.39,100.0,163.2,100.0,163.4,200.0,163.16,300.0,163.42,20.0,163.02,20.0,163.46,300.0,163.0,26.0,163.5,29165.0,162.82,100.0,163.6,152.0,162.8,100.0,163.68,21.0,162.6,4.0,163.69,50.0,162.53,2300.0
25170,10566482,339075730,34200058745380,34200.05874538,A,1,9847961,,100,,153.46,,,1,14,AAPL,163.34,85.0,163.24,1849.0,163.38,200.0,163.22,100.0,163.39,100.0,163.2,100.0,163.4,200.0,163.16,300.0,163.42,20.0,163.02,20.0,163.46,300.0,163.0,26.0,163.5,29165.0,162.82,100.0,163.6,152.0,162.8,100.0,163.68,21.0,162.6,4.0,163.69,50.0,162.53,2300.0
25171,10566495,339076198,34200058771432,34200.058771432,A,1,9847985,,100,,173.13,,,-1,14,AAPL,163.34,85.0,163.24,1849.0,163.38,200.0,163.22,100.0,163.39,100.0,163.2,100.0,163.4,200.0,163.16,300.0,163.42,20.0,163.02,20.0,163.46,300.0,163.0,26.0,163.5,29165.0,162.82,100.0,163.6,152.0,162.8,100.0,163.68,21.0,162.6,4.0,163.69,50.0,162.53,2300.0
25172,10572088,339282883,34200068441198,34200.068441198,A,1,9853241,,100,,163.34,,,-1,14,AAPL,163.34,185.0,163.24,1849.0,163.38,200.0,163.22,100.0,163.39,100.0,163.2,100.0,163.4,200.0,163.16,300.0,163.42,20.0,163.02,20.0,163.46,300.0,163.0,26.0,163.5,29165.0,162.82,100.0,163.6,152.0,162.8,100.0,163.68,21.0,162.6,4.0,163.69,50.0,162.53,2300.0
25173,10572365,339292538,34200068938812,34200.068938812,D,3,9853241,,100,,163.34,,,-1,14,AAPL,163.34,85.0,163.24,1849.0,163.38,200.0,163.22,100.0,163.39,100.0,163.2,100.0,163.4,200.0,163.16,300.0,163.42,20.0,163.02,20.0,163.46,300.0,163.0,26.0,163.5,29165.0,162.82,100.0,163.6,152.0,162.8,100.0,163.68,21.0,162.6,4.0,163.69,50.0,162.53,2300.0
25174,10572367,339292597,34200068950137,34200.068950137,D,3,9818125,,100,,163.38,,,-1,14,AAPL,163.34,85.0,163.24,1849.0,163.38,100.0,163.22,100.0,163.39,100.0,163.2,100.0,163.4,200.0,163.16,300.0,163.42,20.0,163.02,20.0,163.46,300.0,163.0,26.0,163.5,29165.0,162.82,100.0,163.6,152.0,162.8,100.0,163.68,21.0,162.6,4.0,163.69,50.0,162.53,2300.0
25175,10572998,339316199,34200070009111,34200.070009111,A,1,9854889,,250,,209.0,,,-1,14,AAPL,163.34,85.0,163.24,1849.0,163.38,100.0,163.22,100.0,163.39,100.0,163.2,100.0,163.4,200.0,163.16,300.0,163.42,20.0,163.02,20.0,163.46,300.0,163.0,26.0,163.5,29165.0,162.82,100.0,163.6,152.0,162.8,100.0,163.68,21.0,162.6,4.0,163.69,50.0,162.53,2300.0
25176,10573325,339328611,34200070421660,34200.07042166,A,1,9855213,,100,,163.34,,,-1,14,AAPL,163.34,185.0,163.24,1849.0,163.38,100.0,163.22,100.0,163.39,100.0,163.2,100.0,163.4,200.0,163.16,300.0,163.42,20.0,163.02,20.0,163.46,300.0,163.0,26.0,163.5,29165.0,162.82,100.0,163.6,152.0,162.8,100.0,163.68,21.0,162.6,4.0,163.69,50.0,162.53,2300.0
25177,10588174,339878442,34200094363215,34200.094363215,A,1,9867257,,12,,163.12,,,1,14,AAPL,163.34,185.0,163.24,1849.0,163.38,100.0,163.22,100.0,163.39,100.0,163.2,100.0,163.4,200.0,163.16,300.0,163.42,20.0,163.12,12.0,163.46,300.0,163.02,20.0,163.5,29165.0,163.0,26.0,163.6,152.0,162.82,100.0,163.68,21.0,162.8,100.0,163.69,50.0,162.6,4.0
25178,10605445,340528895,34200119405071,34200.119405071,A,1,9885845,,100,,168.35,,,-1,14,AAPL,163.34,185.0,163.24,1849.0,163.38,100.0,163.22,100.0,163.39,100.0,163.2,100.0,163.4,200.0,163.16,300.0,163.42,20.0,163.12,12.0,163.46,300.0,163.02,20.0,163.5,29165.0,163.0,26.0,163.6,152.0,162.82,100.0,163.68,21.0,162.8,100.0,163.69,50.0,162.6,4.0
25179,10605448,340529009,34200119410519,34200.119410519,A,1,9885853,,100,,158.31,,,1,14,AAPL,163.34,185.0,163.24,1849.0,163.38,100.0,163.22,100.0,163.39,100.0,163.2,100.0,163.4,200.0,163.16,300.0,163.42,20.0,163.12,12.0,163.46,300.0,163.02,20.0,163.5,29165.0,163.0,26.0,163.6,152.0,162.82,100.0,163.68,21.0,162.8,100.0,163.69,50.0,162.6,4.0
25180,10605890,340545129,34200120154539,34200.120154539,A,1,9886189,,100,,163.28,,,-1,14,AAPL,163.28,100.0,163.24,1849.0,163.34,185.0,163.22,100.0,163.38,100.0,163.2,100.0,163.39,100.0,163.16,300.0,163.4,200.0,163.12,12.0,163.42,20.0,163.02,20.0,163.46,300.0,163.0,26.0,163.5,29165.0,162.82,100.0,163.6,152.0,162.8,100.0,163.68,21.0,162.6,4.0
25181,10605927,340546574,34200120198973,34200.120198973,A,1,9886285,,100,,168.17,,,-1,14,AAPL,163.28,100.0,163.24,1849.0,163.34,185.0,163.22,100.0,163.38,100.0,163.2,100.0,163.39,100.0,163.16,300.0,163.4,200.0,163.12,12.0,163.42,20.0,163.02,20.0,163.46,300.0,163.0,26.0,163.5,29165.0,162.82,100.0,163.6,152.0,162.8,100.0,163.68,21.0,162.6,4.0
25182,10605931,340546725,34200120209568,34200.120209568,A,1,9886301,,100,,158.35,,,1,14,AAPL,163.28,100.0,163.24,1849.0,163.34,185.0,163.22,100.0,163.38,100.0,163.2,100.0,163.39,100.0,163.16,300.0,163.4,200.0,163.12,12.0,163.42,20.0,163.02,20.0,163.46,300.0,163.0,26.0,163.5,29165.0,162.82,100.0,163.6,152.0,162.8,100.0,163.68,21.0,162.6,4.0
25183,10606151,340554729,34200120609191,34200.120609191,D,3,9886189,,100,,163.28,,,-1,14,AAPL,163.34,185.0,163.24,1849.0,163.38,100.0,163.22,100.0,163.39,100.0,163.2,100.0,163.4,200.0,163.16,300.0,163.42,20.0,163.12,12.0,163.46,300.0,163.02,20.0,163.5,29165.0,163.0,26.0,163.6,152.0,162.82,100.0,163.68,21.0,162.8,100.0,163.69,50.0,162.6,4.0
25184,10606154,340554834,34200120612892,34200.120612892,D,3,9855213,,100,,163.34,,,-1,14,AAPL,163.34,85.0,163.24,1849.0,163.38,100.0,163.22,100.0,163.39,100.0,163.2,100.0,163.4,200.0,163.16,300.0,163.42,20.0,163.12,12.0,163.46,300.0,163.02,20.0,163.5,29165.0,163.0,26.0,163.6,152.0,162.82,100.0,163.68,21.0,162.8,100.0,163.69,50.0,162.6,4.0
25185,10606731,340576154,34200121588401,34200.121588401,A,1,9887113,,100,,163.28,,,-1,14,AAPL,163.28,100.0,163.24,1849.0,163.34,85.0,163.22,100.0,163.38,100.0,163.2,100.0,163.39,100.0,163.16,300.0,163.4,200.0,163.12,12.0,163.42,20.0,163.02,20.0,163.46,300.0,163.0,26.0,163.5,29165.0,162.82,100.0,163.6,152.0,162.8,100.0,163.68,21.0,162.6,4.0
25186,10608090,340626726,34200123952708,34200.123952708,A,1,9888309,,100,,163.25,,,-1,14,AAPL,163.25,100.0,163.24,1849.0,163.28,100.0,163.22,100.0,163.34,85.0,163.2,100.0,163.38,100.0,163.16,300.0,163.39,100.0,163.12,12.0,163.4,200.0,163.02,20.0,163.42,20.0,163.0,26.0,163.46,300.0,162.82,100.0,163.5,29165.0,162.8,100.0,163.6,152.0,162.6,4.0
25187,10608299,340634539,34200124403416,34200.124403416,D,3,9888309,,100,,163.25,,,-1,14,AAPL,163.28,100.0,163.24,1849.0,163.34,85.0,163.22,100.0,163.38,100.0,163.2,100.0,163.39,100.0,163.16,300.0,163.4,200.0,163.12,12.0,163.42,20.0,163.02,20.0,163.46,300.0,163.0,26.0,163.5,29165.0,162.82,100.0,163.6,152.0,162.8,100.0,163.68,21.0,162.6,4.0
25188,10608302,340634640,34200124405253,34200.124405253,D,3,9887113,,100,,163.28,,,-1,14,AAPL,163.34,85.0,163.24,1849.0,163.38,100.0,163.22,100.0,163.39,100.0,163.2,100.0,163.4,200.0,163.16,300.0,163.42,20.0,163.12,12.0,163.46,300.0,163.02,20.0,163.5,29165.0,163.0,26.0,163.6,152.0,162.82,100.0,163.68,21.0,162.8,100.0,163.69,50.0,162.6,4.0
25189,10609050,340663158,34200125592029,34200.125592029,A,1,9889277,,100,,163.25,,,-1,14,AAPL,163.25,100.0,163.24,1849.0,163.34,85.0,163.22,100.0,163.38,100.0,163.2,100.0,163.39,100.0,163.16,300.0,163.4,200.0,163.12,12.0,163.42,20.0,163.02,20.0,163.46,300.0,163.0,26.0,163.5,29165.0,162.82,100.0,163.6,152.0,162.8,100.0,163.68,21.0,162.6,4.0
25190,10610334,340711214,34200127615917,34200.127615917,E,4,9795177,,73,,163.24,,,1,14,AAPL,163.25,100.0,163.24,1776.0,163.34,85.0,163.22,100.0,163.38,100.0,163.2,100.0,163.39,100.0,163.16,300.0,163.4,200.0,163.12,12.0,163.42,20.0,163.02,20.0,163.46,300.0,163.0,26.0,163.5,29165.0,162.82,100.0,163.6,152.0,162.8,100.0,163.68,21.0,162.6,4.0
25191,10610385,340713173,34200127663467,34200.127663467,D,3,9795177,,1776,,163.24,,,1,14,AAPL,163.25,100.0,163.22,100.0,163.34,85.0,163.2,100.0,163.38,100.0,163.16,300.0,163.39,100.0,163.12,12.0,163.4,200.0,163.02,20.0,163.42,20.0,163.0,26.0,163.46,300.0,162.82,100.0,163.5,29165.0,162.8,100.0,163.6,152.0,162.6,4.0,163.68,21.0,162.53,2300.0
25192,10610408,340714036,34200127696718,34200.127696718,A,1,9890425,,100,,159.98,,,1,14,AAPL,163.25,100.0,163.22,100.0,163.34,85.0,163.2,100.0,163.38,100.0,163.16,300.0,163.39,100.0,163.12,12.0,163.4,200.0,163.02,20.0,163.42,20.0,163.0,26.0,163.46,300.0,162.82,100.0,163.5,29165.0,162.8,100.0,163.6,152.0,162.6,4.0,163.68,21.0,162.53,2300.0
25193,10610426,340714757,34200127710935,34200.127710935,F,1,9890445,,100,,155.08,,,1,14,AAPL,163.25,100.0,163.22,100.0,163.34,85.0,163.2,100.0,163.38,100.0,163.16,300.0,163.39,100.0,163.12,12.0,163.4,200.0,163.02,20.0,163.42,20.0,163.0,26.0,163.46,300.0,162.82,100.0,163.5,29165.0,162.8,100.0,163.6,152.0,162.6,4.0,163.68,21.0,162.53,2300.0
25194,10610431,340714958,34200127714760,34200.12771476,A,1,9890457,,100,,166.51,,,-1,14,AAPL,163.25,100.0,163.22,100.0,163.34,85.0,163.2,100.0,163.38,100.0,163.16,300.0,163.39,100.0,163.12,12.0,163.4,200.0,163.02,20.0,163.42,20.0,163.0,26.0,163.46,300.0,162.82,100.0,163.5,29165.0,162.8,100.0,163.6,152.0,162.6,4.0,163.68,21.0,162.53,2300.0
25195,10610432,340714996,34200127717443,34200.127717443,F,1,9890461,,100,,171.41,,,-1,14,AAPL,163.25,100.0,163.22,100.0,163.34,85.0,163.2,100.0,163.38,100.0,163.16,300.0,163.39,100.0,163.12,12.0,163.4,200.0,163.02,20.0,163.42,20.0,163.0,26.0,163.46,300.0,162.82,100.0,163.5,29165.0,162.8,100.0,163.6,152.0,162.6,4.0,163.68,21.0,162.53,2300.0
25196,10610524,340718598,34200127834794,34200.127834794,D,3,9889277,,100,,163.25,,,-1,14,AAPL,163.34,85.0,163.22,100.0,163.38,100.0,163.2,100.0,163.39,100.0,163.16,300.0,163.4,200.0,163.12,12.0,163.42,20.0,163.02,20.0,163.46,300.0,163.0,26.0,163.5,29165.0,162.82,100.0,163.6,152.0,162.8,100.0,163.68,21.0,162.6,4.0,163.69,50.0,162.53,2300.0
25197,10611004,340736540,34200128380291,34200.128380291,A,1,9890949,,100,,159.98,,,1,14,AAPL,163.34,85.0,163.22,100.0,163.38,100.0,163.2,100.0,163.39,100.0,163.16,300.0,163.4,200.0,163.12,12.0,163.42,20.0,163.02,20.0,163.46,300.0,163.0,26.0,163.5,29165.0,162.82,100.0,163.6,152.0,162.8,100.0,163.68,21.0,162.6,4.0,163.69,50.0,162.53,2300.0
25198,10611020,340737049,34200128411144,34200.128411144,A,1,9890969,,100,,166.51,,,-1,14,AAPL,163.34,85.0,163.22,100.0,163.38,100.0,163.2,100.0,163.39,100.0,163.16,300.0,163.4,200.0,163.12,12.0,163.42,20.0,163.02,20.0,163.46,300.0,163.0,26.0,163.5,29165.0,162.82,100.0,163.6,152.0,162.8,100.0,163.68,21.0,162.6,4.0,163.69,50.0,162.53,2300.0
25199,10611430,340752840,34200128977186,34200.128977186,A,1,9891233,,100,,163.25,,,-1,14,AAPL,163.25,100.0,163.22,100.0,163.34,85.0,163.2,100.0,163.38,100.0,163.16,300.0,163.39,100.0,163.12,12.0,163.4,200.0,163.02,20.0,163.42,20.0,163.0,26.0,163.46,300.0,162.82,100.0,163.5,29165.0,162.8,100.0,163.6,152.0,162.6,4.0,163.68,21.0,162.53,2300.0
25200,10614429,340868141,34200133355442,34200.133355442,E,4,9743477,,100,,163.22,,,1,14,AAPL,163.25,100.0,163.2,100.0,163.34,85.0,163.16,300.0,163.38,100.0,163.12,12.0,163.39,100.0,163.02,20.0,163.4,200.0,163.0,26.0,163.42,20.0,162.82,100.0,163.46,300.0,162.8,100.0,163.5,29165.0,162.6,4.0,163.6,152.0,162.53,2300.0,163.68,21.0,162.51,200.0
25201,10614439,340868496,34200133383675,34200.133383675,A,1,9894125,,100,,163.24,,,-1,14,AAPL,163.24,100.0,163.2,100.0,163.25,100.0,163.16,300.0,163.34,85.0,163.12,12.0,163.38,100.0,163.02,20.0,163.39,100.0,163.0,26.0,163.4,200.0,162.82,100.0,163.42,20.0,162.8,100.0,163.46,300.0,162.6,4.0,163.5,29165.0,162.53,2300.0,163.6,152.0,162.51,200.0
25202,10614470,340869766,34200133423609,34200.133423609,A,1,9894133,,100,,163.23,,,-1,14,AAPL,163.23,100.0,163.2,100.0,163.24,100.0,163.16,300.0,163.25,100.0,163.12,12.0,163.34,85.0,163.02,20.0,163.38,100.0,163.0,26.0,163.39,100.0,162.82,100.0,163.4,200.0,162.8,100.0,163.42,20.0,162.6,4.0,163.46,300.0,162.53,2300.0,163.5,29165.0,162.51,200.0
25203,10614605,340875041,34200133669616,34200.133669616,D,3,9894125,,100,,163.24,,,-1,14,AAPL,163.23,100.0,163.2,100.0,163.25,100.0,163.16,300.0,163.34,85.0,163.12,12.0,163.38,100.0,163.02,20.0,163.39,100.0,163.0,26.0,163.4,200.0,162.82,100.0,163.42,20.0,162.8,100.0,163.46,300.0,162.6,4.0,163.5,29165.0,162.53,2300.0,163.6,152.0,162.51,200.0
25204,10614775,340881730,34200133871851,34200.133871851,C,4,9894133,,20,,163.23,,163.22,-1,14,AAPL,163.23,80.0,163.2,100.0,163.25,100.0,163.16,300.0,163.34,85.0,163.12,12.0,163.38,100.0,163.02,20.0,163.39,100.0,163.0,26.0,163.4,200.0,162.82,100.0,163.42,20.0,162.8,100.0,163.46,300.0,162.6,4.0,163.5,29165.0,162.53,2300.0,163.6,152.0,162.51,200.0
25205,10614904,340886648,34200134038717,34200.134038717,A,1,9894601,,100,,163.16,,,1,14,AAPL,163.23,80.0,163.2,100.0,163.25,100.0,163.16,400.0,163.34,85.0,163.12,12.0,163.38,100.0,163.02,20.0,163.39,100.0,163.0,26.0,163.4,200.0,162.82,100.0,163.42,20.0,162.8,100.0,163.46,300.0,162.6,4.0,163.5,29165.0,162.53,2300.0,163.6,152.0,162.51,200.0
25206,10614907,340886762,34200134048453,34200.134048453,A,1,9894613,,100,,163.32,,,-1,14,AAPL,163.23,80.0,163.2,100.0,163.25,100.0,163.16,400.0,163.32,100.0,163.12,12.0,163.34,85.0,163.02,20.0,163.38,100.0,163.0,26.0,163.39,100.0,162.82,100.0,163.4,200.0,162.8,100.0,163.42,20.0,162.6,4.0,163.46,300.0,162.53,2300.0,163.5,29165.0,162.51,200.0
25207,10615157,340896242,34200134401417,34200.134401417,A,1,9894761,,100,,163.23,,,-1,14,AAPL,163.23,180.0,163.2,100.0,163.25,100.0,163.16,400.0,163.32,100.0,163.12,12.0,163.34,85.0,163.02,20.0,163.38,100.0,163.0,26.0,163.39,100.0,162.82,100.0,163.4,200.0,162.8,100.0,163.42,20.0,162.6,4.0,163.46,300.0,162.53,2300.0,163.5,29165.0,162.51,200.0
25208,10615262,340900171,34200134575614,34200.134575614,A,1,9894897,,100,,163.22,,,1,14,AAPL,163.23,180.0,163.22,100.0,163.25,100.0,163.2,100.0,163.32,100.0,163.16,400.0,163.34,85.0,163.12,12.0,163.38,100.0,163.02,20.0,163.39,100.0,163.0,26.0,163.4,200.0,162.82,100.0,163.42,20.0,162.8,100.0,163.46,300.0,162.6,4.0,163.5,29165.0,162.53,2300.0
25209,10615333,340902838,34200134818386,34200.134818386,D,3,9894761,,100,,163.23,,,-1,14,AAPL,163.23,80.0,163.22,100.0,163.25,100.0,163.2,100.0,163.32,100.0,163.16,400.0,163.34,85.0,163.12,12.0,163.38,100.0,163.02,20.0,163.39,100.0,163.0,26.0,163.4,200.0,162.82,100.0,163.42,20.0,162.8,100.0,163.46,300.0,162.6,4.0,163.5,29165.0,162.53,2300.0
25210,10615338,340903023,34200134829181,34200.134829181,D,3,9891233,,100,,163.25,,,-1,14,AAPL,163.23,80.0,163.22,100.0,163.32,100.0,163.2,100.0,163.34,85.0,163.16,400.0,163.38,100.0,163.12,12.0,163.39,100.0,163.02,20.0,163.4,200.0,163.0,26.0,163.42,20.0,162.82,100.0,163.46,300.0,162.8,100.0,163.5,29165.0,162.6,4.0,163.6,152.0,162.53,2300.0
25211,10615502,340909087,34200135760955,34200.135760955,A,1,9895109,,50,,163.23,,,-1,14,AAPL,163.23,130.0,163.22,100.0,163.32,100.0,163.2,100.0,163.34,85.0,163.16,400.0,163.38,100.0,163.12,12.0,163.39,100.0,163.02,20.0,163.4,200.0,163.0,26.0,163.42,20.0,162.82,100.0,163.46,300.0,162.8,100.0,163.5,29165.0,162.6,4.0,163.6,152.0,162.53,2300.0
25212,10615556,340911138,34200136263696,34200.136263696,A,1,9895193,,50,,163.23,,,-1,14,AAPL,163.23,180.0,163.22,100.0,163.32,100.0,163.2,100.0,163.34,85.0,163.16,400.0,163.38,100.0,163.12,12.0,163.39,100.0,163.02,20.0,163.4,200.0,163.0,26.0,163.42,20.0,162.82,100.0,163.46,300.0,162.8,100.0,163.5,29165.0,162.6,4.0,163.6,152.0,162.53,2300.0
25213,10615645,340914386,34200136632475,34200.136632475,A,1,9895269,,100,,163.23,,,-1,14,AAPL,163.23,280.0,163.22,100.0,163.32,100.0,163.2,100.0,163.34,85.0,163.16,400.0,163.38,100.0,163.12,12.0,163.39,100.0,163.02,20.0,163.4,200.0,163.0,26.0,163.42,20.0,162.82,100.0,163.46,300.0,162.8,100.0,163.5,29165.0,162.6,4.0,163.6,152.0,162.53,2300.0
25214,10615860,340922255,34200137876530,34200.13787653,D,3,9894133,,80,,163.23,,,-1,14,AAPL,163.23,200.0,163.22,100.0,163.32,100.0,163.2,100.0,163.34,85.0,163.16,400.0,163.38,100.0,163.12,12.0,163.39,100.0,163.02,20.0,163.4,200.0,163.0,26.0,163.42,20.0,162.82,100.0,163.46,300.0,162.8,100.0,163.5,29165.0,162.6,4.0,163.6,152.0,162.53,2300.0
25215,10615910,340924129,34200138234031,34200.138234031,E,4,9894897,,100,,163.22,,,1,14,AAPL,163.23,200.0,163.2,100.0,163.32,100.0,163.16,400.0,163.34,85.0,163.12,12.0,163.38,100.0,163.02,20.0,163.39,100.0,163.0,26.0,163.4,200.0,162.82,100.0,163.42,20.0,162.8,100.0,163.46,300.0,162.6,4.0,163.5,29165.0,162.53,2300.0,163.6,152.0,162.51,200.0
25216,10616039,340928895,34200139078051,34200.139078051,A,1,9895941,,100,,163.22,,,1,14,AAPL,163.23,200.0,163.22,100.0,163.32,100.0,163.2,100.0,163.34,85.0,163.16,400.0,163.38,100.0,163.12,12.0,163.39,100.0,163.02,20.0,163.4,200.0,163.0,26.0,163.42,20.0,162.82,100.0,163.46,300.0,162.8,100.0,163.5,29165.0,162.6,4.0,163.6,152.0,162.53,2300.0
25217,10616048,340929234,34200139183251,34200.139183251,D,3,9895269,,100,,163.23,,,-1,14,AAPL,163.23,100.0,163.22,100.0,163.32,100.0,163.2,100.0,163.34,85.0,163.16,400.0,163.38,100.0,163.12,12.0,163.39,100.0,163.02,20.0,163.4,200.0,163.0,26.0,163.42,20.0,162.82,100.0,163.46,300.0,162.8,100.0,163.5,29165.0,162.6,4.0,163.6,152.0,162.53,2300.0
25218,10616469,340944642,34200141857029,34200.141857029,D,3,9895109,,50,,163.23,,,-1,14,AAPL,163.23,50.0,163.22,100.0,163.32,100.0,163.2,100.0,163.34,85.0,163.16,400.0,163.38,100.0,163.12,12.0,163.39,100.0,163.02,20.0,163.4,200.0,163.0,26.0,163.42,20.0,162.82,100.0,163.46,300.0,162.8,100.0,163.5,29165.0,162.6,4.0,163.6,152.0,162.53,2300.0
25219,10616470,340944663,34200141857423,34200.141857423,D,3,9895193,,50,,163.23,,,-1,14,AAPL,163.32,100.0,163.22,100.0,163.34,85.0,163.2,100.0,163.38,100.0,163.16,400.0,163.39,100.0,163.12,12.0,163.4,200.0,163.02,20.0,163.42,20.0,163.0,26.0,163.46,300.0,162.82,100.0,163.5,29165.0,162.8,100.0,163.6,152.0,162.6,4.0,163.68,21.0,162.53,2300.0
25220,10616477,340944911,34200141897023,34200.141897023,D,3,9894613,,100,,163.32,,,-1,14,AAPL,163.34,85.0,163.22,100.0,163.38,100.0,163.2,100.0,163.39,100.0,163.16,400.0,163.4,200.0,163.12,12.0,163.42,20.0,163.02,20.0,163.46,300.0,163.0,26.0,163.5,29165.0,162.82,100.0,163.6,152.0,162.8,100.0,163.68,21.0,162.6,4.0,163.69,50.0,162.53,2300.0
25221,10616481,340945050,34200141920945,34200.141920945,A,1,9896665,,100,,163.22,,,1,14,AAPL,163.34,85.0,163.22,200.0,163.38,100.0,163.2,100.0,163.39,100.0,163.16,400.0,163.4,200.0,163.12,12.0,163.42,20.0,163.02,20.0,163.46,300.0,163.0,26.0,163.5,29165.0,162.82,100.0,163.6,152.0,162.8,100.0,163.68,21.0,162.6,4.0,163.69,50.0,162.53,2300.0
25222,10617145,340966407,34200142860111,34200.142860111,A,1,9897165,,100,,163.25,,,-1,14,AAPL,163.25,100.0,163.22,200.0,163.34,85.0,163.2,100.0,163.38,100.0,163.16,400.0,163.39,100.0,163.12,12.0,163.4,200.0,163.02,20.0,163.42,20.0,163.0,26.0,163.46,300.0,162.82,100.0,163.5,29165.0,162.8,100.0,163.6,152.0,162.6,4.0,163.68,21.0,162.53,2300.0
25223,10617181,340967416,34200142897221,34200.142897221,D,3,9896665,,100,,163.22,,,1,14,AAPL,163.25,100.0,163.22,100.0,163.34,85.0,163.2,100.0,163.38,100.0,163.16,400.0,163.39,100.0,163.12,12.0,163.4,200.0,163.02,20.0,163.42,20.0,163.0,26.0,163.46,300.0,162.82,100.0,163.5,29165.0,162.8,100.0,163.6,152.0,162.6,4.0,163.68,21.0,162.53,2300.0
25224,10617774,340987668,34200143401626,34200.143401626,A,1,9897705,,100,,163.23,,,-1,14,AAPL,163.23,100.0,163.22,100.0,163.25,100.0,163.2,100.0,163.34,85.0,163.16,400.0,163.38,100.0,163.12,12.0,163.39,100.0,163.02,20.0,163.4,200.0,163.0,26.0,163.42,20.0,162.82,100.0,163.46,300.0,162.8,100.0,163.5,29165.0,162.6,4.0,163.6,152.0,162.53,2300.0
25225,10618279,341006156,34200143978258,34200.143978258,D,3,9897705,,100,,163.23,,,-1,14,AAPL,163.25,100.0,163.22,100.0,163.34,85.0,163.2,100.0,163.38,100.0,163.16,400.0,163.39,100.0,163.12,12.0,163.4,200.0,163.02,20.0,163.42,20.0,163.0,26.0,163.46,300.0,162.82,100.0,163.5,29165.0,162.8,100.0,163.6,152.0,162.6,4.0,163.68,21.0,162.53,2300.0
